filename,object,estimated_depth,true_depth
az_front_complex_artificial_frame,bowl_close,1.6428063,1.141,0.15350627899169922
az_front_complex_artificial_frame,glass_far,1.829245,1.135,0.15350627899169922
az_front_complex_artificial_frame,bottle,1.8694397,1.241,0.15350627899169922
az_front_complex_artificial_frame,cup_close,1.6980242,1.119,0.15350627899169922
az_front_complex_artificial_frame,bowl_far,1.3843995,1.259,0.15662884712219238
az_front_complex_artificial_frame,cup_far,1.3887277,1.212,0.15662884712219238
az_front_complex_artificial_frame,glass_close,1.3654482,1.12,0.15662884712219238
az_front_complex_artificial_frame,clock,1.4049362,1.364,0.15662884712219238
az_front_complex_artificial_frame,plant,1.3579435,1.223,0.15662884712219238
az_front_complex_artificial_frame,bowl_close,1.3878669,1.141,0.15662884712219238
az_front_complex_artificial_frame,glass_far,1.3497046,1.135,0.15662884712219238
az_front_complex_artificial_frame,bottle,1.4489198,1.241,0.15662884712219238
az_front_complex_artificial_frame,cup_close,1.340772,1.119,0.15662884712219238
az_front_complex_artificial_frame,bowl_far,1.4816155,1.259,0.15294599533081055
az_front_complex_artificial_frame,cup_far,1.3569739,1.212,0.15294599533081055
az_front_complex_artificial_frame,glass_close,1.4557561,1.12,0.15294599533081055
az_front_complex_artificial_frame,clock,1.5038366,1.364,0.15294599533081055
az_front_complex_artificial_frame,plant,1.5349823,1.223,0.15294599533081055
az_front_complex_artificial_frame,bowl_close,1.335623,1.141,0.15294599533081055
az_front_complex_artificial_frame,glass_far,1.4668683,1.135,0.15294599533081055
az_front_complex_artificial_frame,bottle,1.4797217,1.241,0.15294599533081055
az_front_complex_artificial_frame,cup_close,1.3283057,1.119,0.15294599533081055
az_front_complex_artificial_medium,hand_medium,1.1626413,0.703,0.14672350883483887
az_front_complex_artificial_medium,bowl_far,1.7990857,1.259,0.14672350883483887
az_front_complex_artificial_medium,cup_far,1.585698,1.212,0.14672350883483887
az_front_complex_artificial_medium,clock,1.670181,1.364,0.14672350883483887
az_front_complex_artificial_medium,glass_close,1.641876,1.12,0.14672350883483887
az_front_complex_artificial_medium,plant,1.6349905,1.223,0.14672350883483887
az_front_complex_artificial_medium,bottle,1.5447067,1.241,0.14672350883483887
az_front_complex_artificial_medium,bowl_close,1.5301924,1.141,0.14672350883483887
az_front_complex_artificial_medium,glass_far,1.6196085,1.135,0.14672350883483887
az_front_complex_artificial_medium,cup_close,1.5843779,1.119,0.14672350883483887
az_front_complex_artificial_medium,hand_medium,1.1333802,0.703,0.15286016464233398
az_front_complex_artificial_medium,bowl_far,1.396446,1.259,0.15286016464233398
az_front_complex_artificial_medium,cup_far,1.437637,1.212,0.15286016464233398
az_front_complex_artificial_medium,clock,1.4425675,1.364,0.15286016464233398
az_front_complex_artificial_medium,glass_close,1.3688817,1.12,0.15286016464233398
az_front_complex_artificial_medium,plant,1.3684474,1.223,0.15286016464233398
az_front_complex_artificial_medium,bottle,1.3597041,1.241,0.15286016464233398
az_front_complex_artificial_medium,bowl_close,1.4249365,1.141,0.15286016464233398
az_front_complex_artificial_medium,glass_far,1.3645029,1.135,0.15286016464233398
az_front_complex_artificial_medium,cup_close,1.3897076,1.119,0.15286016464233398
az_front_complex_artificial_medium,hand_medium,1.2024925,0.703,0.15517115592956543
az_front_complex_artificial_medium,bowl_far,1.6600847,1.259,0.15517115592956543
az_front_complex_artificial_medium,cup_far,1.5120819,1.212,0.15517115592956543
az_front_complex_artificial_medium,clock,1.6481296,1.364,0.15517115592956543
az_front_complex_artificial_medium,glass_close,1.5619726,1.12,0.15517115592956543
az_front_complex_artificial_medium,plant,1.6132835,1.223,0.15517115592956543
az_front_complex_artificial_medium,bottle,1.4524828,1.241,0.15517115592956543
az_front_complex_artificial_medium,bowl_close,1.4847965,1.141,0.15517115592956543
az_front_complex_artificial_medium,glass_far,1.6067692,1.135,0.15517115592956543
az_front_complex_artificial_medium,cup_close,1.5413162,1.119,0.15517115592956543
az_front_complex_direct_close,hand_close,1.1398118,0.455,0.17392706871032715
az_front_complex_direct_close,cup_far,1.467906,1.212,0.17392706871032715
az_front_complex_direct_close,plant,1.5961895,1.223,0.17392706871032715
az_front_complex_direct_close,clock,1.6263688,1.364,0.17392706871032715
az_front_complex_direct_close,glass_close,1.6493568,1.12,0.17392706871032715
az_front_complex_direct_close,glass_far,1.6716961,1.135,0.17392706871032715
az_front_complex_direct_close,bowl_close,1.4790967,1.141,0.17392706871032715
az_front_complex_direct_close,bottle,1.6492662,1.241,0.17392706871032715
az_front_complex_direct_close,cup_close,1.4870372,1.119,0.17392706871032715
az_front_complex_direct_close,bowl_far,1.7801571,1.259,0.17392706871032715
az_front_complex_direct_close,hand_close,1.3853028,0.455,0.15682244300842285
az_front_complex_direct_close,cup_far,1.4403616,1.212,0.15682244300842285
az_front_complex_direct_close,plant,1.4846644,1.223,0.15682244300842285
az_front_complex_direct_close,clock,1.5181031,1.364,0.15682244300842285
az_front_complex_direct_close,glass_close,1.4811993,1.12,0.15682244300842285
az_front_complex_direct_close,glass_far,1.457795,1.135,0.15682244300842285
az_front_complex_direct_close,bowl_close,1.4836489,1.141,0.15682244300842285
az_front_complex_direct_close,bottle,1.588906,1.241,0.15682244300842285
az_front_complex_direct_close,cup_close,1.3952898,1.119,0.15682244300842285
az_front_complex_direct_close,bowl_far,1.5877081,1.259,0.15682244300842285
az_front_complex_direct_close,hand_close,1.243316,0.455,0.16314983367919922
az_front_complex_direct_close,cup_far,1.3679377,1.212,0.16314983367919922
az_front_complex_direct_close,plant,1.4640577,1.223,0.16314983367919922
az_front_complex_direct_close,clock,1.5332114,1.364,0.16314983367919922
az_front_complex_direct_close,glass_close,1.4898434,1.12,0.16314983367919922
az_front_complex_direct_close,glass_far,1.4890827,1.135,0.16314983367919922
az_front_complex_direct_close,bowl_close,1.3662907,1.141,0.16314983367919922
az_front_complex_direct_close,bottle,1.4976903,1.241,0.16314983367919922
az_front_complex_direct_close,cup_close,1.3737353,1.119,0.16314983367919922
az_front_complex_direct_close,bowl_far,1.6093185,1.259,0.16314983367919922
